"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","43","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","0","28","1","0.000000","0","0"
"/Game/FPS_Game/Weapons/FPWeapon/Materials/M_White_Plastic.M_White_Plastic","0","0","37","1","0.000000","0","0"
"/Game/FPS_Game/Weapons/FPProjectile/BaseMaterial.BaseMaterial","0","0","51","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_radial_ramp_soft.M_radial_ramp_soft","0","0","27","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_Radial_Gradient_UFO.M_Radial_Gradient_UFO","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","36","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_Beam.M_Beam","0","0","18","1","0.000000","0","0"
"/Game/FPS_Game/Materials/OutlineForPickups/PP_OutlineCustomDepth.PP_OutlineCustomDepth","0","0","6","1","0.000000","0","0"
"/Game/FPS_Game/Materials/WireframeMaterial.WireframeMaterial","0","0","34","1","0.000000","0","0"
"/Game/FPS_Game/Materials/M_Nothing.M_Nothing","0","0","48","1","0.000000","0","0"
"/Game/FPS_Game/Materials/M_Emmisive.M_Emmisive","0","0","37","1","0.000000","0","0"
"/Game/FPS_Game/Materials/M_ColorBase.M_ColorBase","0","0","37","1","0.000000","0","0"
"/Game/FPS_Game/Materials/M_Basic_Wall.M_Basic_Wall","0","0","37","1","0.000000","0","0"
"/Game/FPS_Game/Materials/M_Basic_Floor.M_Basic_Floor","0","0","37","1","0.000000","0","0"
"/Game/FPS_Game/Materials/M_AssetPlatform.M_AssetPlatform","0","0","37","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","84","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","37","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","75","2","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","101","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1288","1","0.000000","0","172"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Game/ThirdPerson/Assets/Warthog/Tires.Tires","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Assets/Warthog/Lights.Lights","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Assets/Warthog/Interior.Interior","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Assets/Warthog/Glass.Glass","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Assets/Warthog/Body.Body","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Assets/SandBags/T_SBFlat_ORIGINAL_Mat.T_SBFlat_ORIGINAL_Mat","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Assets/Pipes/Mat_3.Mat_3","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Assets/Alien_Anim/alien.alien","0","0","28","1","0.000000","0","0"
"/Game/ThirdPerson/Assets/Alien/alien.alien","0","0","28","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/FPS_Game/Weapons/FPWeapon/Materials/M_ShooterGame_Rifle_BottomPart.M_ShooterGame_Rifle_BottomPart","0","0","28","1","0.000000","0","0"
"/Game/FPS_Game/Weapons/FPWeapon/Materials/M_ShooterGame_Rifle.M_ShooterGame_Rifle","0","0","28","1","0.000000","0","0"
"/Game/FPS_Game/Weapons/FPWeapon/Materials/M_Metal_Soft.M_Metal_Soft","0","0","37","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","44","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_MuzzleSmokeDetail_GPU.M_MuzzleSmokeDetail_GPU","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","27","1","0.000000","0","0"
